"Supplied Name","guid","scientificName","family","kingdom","scientificNameAuthorship","S P R A T_listed_ I D","Infraspecies_ Author","family","genus","specificEpithet","Infraspecific Epithet","Profile","N S L_ Name","vernacular name","N T","A C T","infraspecificRank","_class","N F I","kingdom","C S I","H M I","A A T","Current_ S P R A T_ I D","Current_ Scientific_ Name_in_ S P R A T","status","V I C","N S W","Q L D","W A","C M A","T A S","S A","A C I","C K I","C I","J B T","Date_extracted"
"Acacia pycnostachya","https://id.biodiversity.org.au/node/apni/2897696","Acacia pycnostachya","Fabaceae",,"F.Muell.","13415","-","Fabaceae","Acacia","pycnostachya","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13415"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13415</a>","<a href=""https://id.biodiversity.org.au/name/apni/194179"">https://id.biodiversity.org.au/name/apni/194179</a>","Bolivia Wattle","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Vulnerable","-","Yes","Yes","-","-","-","-","-","-","-","-","2019-Jul-04"
"Vrydagzynea grayi","https://id.biodiversity.org.au/node/apni/2914097","Vrydagzynea grayi","Orchidaceae",,"D.L.Jones  M.A.Clem.","83575","-","Orchidaceae","Vrydagzynea","grayi","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83575"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83575</a>","<a href=""https://id.biodiversity.org.au/name/apni/189027"">https://id.biodiversity.org.au/name/apni/189027</a>","Tonsil Orchid","-","-","-","Liliopsida","-","Plantae","-","-","-","-","-","Endangered","-","-","Yes","-","-","-","-","-","-","-","-","2019-Jul-04"
"Pomaderris pilifera subsp. talpicutica","https://id.biodiversity.org.au/node/apni/2897322","Pomaderris pilifera subsp. talpicutica","Rhamnaceae",,"-","84295","A.M.Gray  Wapstra","Rhamnaceae","Pomaderris","pilifera","talpicutica","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84295"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84295</a>","<a href=""https://id.biodiversity.org.au/name/apni/206418"">https://id.biodiversity.org.au/name/apni/206418</a>","Moleskin Dogwood","-","-","subsp.","Magnoliopsida","-","Plantae","-","-","-","-","-","Vulnerable","-","-","-","-","-","Yes","-","-","-","-","-","2019-Jul-04"
"Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982)","https://id.biodiversity.org.au/node/apni/2917460","Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982)","Myrtaceae",,"-","85023","WA Herbarium","Myrtaceae","Hypocalymma","angustifolium","Hutt River (S.Patrick 2982)","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85023"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85023</a>","-","-","-","-","subsp.","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Caladenia harringtoniae","https://id.biodiversity.org.au/node/apni/2886186","Caladenia harringtoniae","Orchidaceae",,"Hopper  A.P.Br.","56786","-","Orchidaceae","Caladenia","harringtoniae","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56786"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56786</a>","<a href=""https://id.biodiversity.org.au/name/apni/140472"">https://id.biodiversity.org.au/name/apni/140472</a>","Harrington's Spider-orchid, Pink Spider-orchid","-","-","-","Liliopsida","-","Plantae","-","-","-","-","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Calochilus richiae","https://id.biodiversity.org.au/node/apni/2898684","Calochilus richiae","Orchidaceae",,"Nicholls","64865","-","Orchidaceae","Calochilus","richiae","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64865"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64865</a>","<a href=""https://id.biodiversity.org.au/name/apni/99082"">https://id.biodiversity.org.au/name/apni/99082</a>","Bald-tip Beard-orchid","-","-","-","Liliopsida","-","Plantae","-","-","-","-","-","Endangered","Yes","-","-","-","-","-","-","-","-","-","-","2019-Jul-04"
"Nematolepis rhytidophylla","https://id.biodiversity.org.au/node/apni/2908143","Nematolepis rhytidophylla","Rutaceae",,"(Albr.  N.G.Walsh) Paul G. Wilson","64936","-","Rutaceae","Nematolepis","rhytidophylla","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64936"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64936</a>","<a href=""https://id.biodiversity.org.au/name/apni/154747"">https://id.biodiversity.org.au/name/apni/154747</a>","-","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","2019-Jul-04"
"Phascogale tapoatafa kimberleyensis","urn:lsid:biodiversity.org.au:afd.taxon:3b9af976-60c7-4c94-aca9-ca53fe497b4d","Phascogale tapoatafa kimberleyensis","Dasyuridae",,"-","88453","Aplin  Rhind, 2015","Dasyuridae","Phascogale","tapoatafa","kimberleyensis","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88453"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88453</a>","-","Kimberley brush-tailed phascogale, Brush-tailed Phascogale (Kimberley)","-","-","-","Mammalia","-","Animalia","-","-","-","-","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Grevillea dryandroides subsp. dryandroides","https://id.biodiversity.org.au/node/apni/2886743","Grevillea dryandroides subsp. dryandroides","Proteaceae",,"C.Gardner","64646","-","Proteaceae","Grevillea","dryandroides","dryandroides","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64646"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64646</a>","<a href=""https://id.biodiversity.org.au/name/apni/154593"">https://id.biodiversity.org.au/name/apni/154593</a>","Phalanx Grevillea","-","-","subsp.","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Eucalyptus brevipes","https://id.biodiversity.org.au/node/apni/2908443","Eucalyptus brevipes","Myrtaceae",,"Brooker","7495","-","Myrtaceae","Eucalyptus","brevipes","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7495"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7495</a>","<a href=""https://id.biodiversity.org.au/name/apni/73530"">https://id.biodiversity.org.au/name/apni/73530</a>","Mukinbudin Mallee","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Bossiaea sp. Frankland (E.M.Sandiford EMS 896)","https://id.biodiversity.org.au/node/apni/2915332","Bossiaea sp. Frankland (E.M.Sandiford EMS 896)","Fabaceae",,"WA Herbarium","89794","-","Fabaceae","Bossiaea","sp. Frankland (E.M.Sandiford EMS 896)","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89794"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89794</a>","-","-","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Acacia pygmaea","https://id.biodiversity.org.au/node/apni/2895075","Acacia pygmaea","Fabaceae",,"Maslin","56768","-","Fabaceae","Acacia","pygmaea","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56768"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56768</a>","<a href=""https://id.biodiversity.org.au/name/apni/134921"">https://id.biodiversity.org.au/name/apni/134921</a>","Dwarf Rock Wattle","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Jacksonia velveta","https://id.biodiversity.org.au/node/apni/2912168","Jacksonia velveta","Fabaceae",,"Chappill","82671","-","Fabaceae","Jacksonia","velveta","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82671"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82671</a>","<a href=""https://id.biodiversity.org.au/name/apni/212107"">https://id.biodiversity.org.au/name/apni/212107</a>","Collie Jacksonia","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Eucalyptus pumila","https://id.biodiversity.org.au/node/apni/2920809","Eucalyptus pumila","Myrtaceae",,"Cambage","16510","-","Myrtaceae","Eucalyptus","pumila","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16510"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16510</a>","<a href=""https://id.biodiversity.org.au/name/apni/106709"">https://id.biodiversity.org.au/name/apni/106709</a>","Pokolbin Mallee","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","2019-Jul-04"
"Anthocercis gracilis","https://id.biodiversity.org.au/node/apni/2914042","Anthocercis gracilis","Solanaceae",,"Benth.","11103","-","Solanaceae","Anthocercis","gracilis","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11103"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11103</a>","<a href=""https://id.biodiversity.org.au/name/apni/95070"">https://id.biodiversity.org.au/name/apni/95070</a>","Slender Tailflower","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Macrotis lagotis","urn:lsid:biodiversity.org.au:afd.taxon:3814d122-c95f-467f-a3a2-2b269931b74f","Macrotis lagotis","Thylacomyidae",,"(Reid,1837)","282","-","Thylacomyidae","Macrotis","lagotis","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=282"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=282</a>","-","Greater Bilby","Yes","-","-","Mammalia","-","Animalia","-","-","-","-","-","Vulnerable","-","Yes","Yes","Yes","-","-","Yes","-","-","-","-","2019-Jul-04"
"Calytrix gurulmundensis","https://id.biodiversity.org.au/taxon/apni/51289326","Calytrix gurulmundensis","Myrtaceae",,"Craven","24241","-","Myrtaceae","Calytrix","gurulmundensis","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24241"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24241</a>","<a href=""https://id.biodiversity.org.au/name/apni/103914"">https://id.biodiversity.org.au/name/apni/103914</a>","-","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Vulnerable","-","-","Yes","-","-","-","-","-","-","-","-","2019-Jul-04"
"Adenanthos eyrei","https://id.biodiversity.org.au/node/apni/2913287","Adenanthos eyrei","Proteaceae",,"E.C.Nelson","7763","-","Proteaceae","Adenanthos","eyrei","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7763"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7763</a>","<a href=""https://id.biodiversity.org.au/name/apni/75647"">https://id.biodiversity.org.au/name/apni/75647</a>","Toolinna Adenanthos","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Eucalyptus merrickiae","https://id.biodiversity.org.au/node/apni/2919681","Eucalyptus merrickiae","Myrtaceae",,"Maiden  Blakely","13119","-","Myrtaceae","Eucalyptus","merrickiae","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13119"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13119</a>","<a href=""https://id.biodiversity.org.au/name/apni/56206"">https://id.biodiversity.org.au/name/apni/56206</a>","Goblet Mallee","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Marsdenia longiloba","https://id.biodiversity.org.au/node/apni/2894390","Marsdenia longiloba","Apocynaceae",,"Benth.","2794","-","Apocynaceae","Marsdenia","longiloba","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2794"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2794</a>","<a href=""https://id.biodiversity.org.au/name/apni/104111"">https://id.biodiversity.org.au/name/apni/104111</a>","Clear Milkvine","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Vulnerable","-","Yes","Yes","-","-","-","-","-","-","-","-","2019-Jul-04"
"Calyptorhynchus banksii graptogyne","urn:lsid:biodiversity.org.au:afd.taxon:3d0bdf71-baf3-4c0d-a2d0-c3b95856c980","Calyptorhynchus (Calyptorhynchus) banksii graptogyne","Cacatuidae",,"-","25982","Schodde, Saunders and Homberger,1989","Cacatuidae","Calyptorhynchus","banksii","graptogyne","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25982"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25982</a>","-","South-eastern Red-tailed Black-Cockatoo","-","-","-","Aves","-","Animalia","-","-","-","-","-","Endangered","Yes","-","-","-","-","-","Yes","-","-","-","-","2019-Jul-04"
"Pterostylis pratensis","https://id.biodiversity.org.au/node/apni/2906647","Pterostylis pratensis","Orchidaceae",,"D.L. Jones","66896","-","Orchidaceae","Pterostylis","pratensis","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66896"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66896</a>","<a href=""https://id.biodiversity.org.au/name/apni/172359"">https://id.biodiversity.org.au/name/apni/172359</a>","Liawenee Greenhood","-","-","-","Liliopsida","-","Plantae","-","-","-","-","-","Vulnerable","-","-","-","-","-","Yes","-","-","-","-","-","2019-Jul-04"
"Thalassarche cauta steadi","urn:lsid:biodiversity.org.au:afd.taxon:dd76d9f0-33ef-4fa3-b1f8-e0a62cf5d3e8","Thalassarche steadi","Diomedeidae",,"-","82344","(Falla, 1933)","Diomedeidae","Thalassarche","cauta","steadi","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82344"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82344</a>","-","White-capped Albatross","-","-","-","Aves","Yes","Animalia","Yes","Yes","Yes","64462","Thalassarche steadi","Vulnerable","Yes","Yes","Yes","Yes","Yes","Yes","Yes","-","-","-","Yes","2019-Jul-04"
"Eucalyptus parvula","https://id.biodiversity.org.au/node/apni/2886569","Eucalyptus parvula","Myrtaceae",,"L.A.S.Johnson  K.D.Hill","56153","-","Myrtaceae","Eucalyptus","parvula","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56153"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56153</a>","<a href=""https://id.biodiversity.org.au/name/apni/118643"">https://id.biodiversity.org.au/name/apni/118643</a>","Small-leaved Gum","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","2019-Jul-04"
"Christinus guentheri","urn:lsid:biodiversity.org.au:afd.taxon:2cb62859-d9bb-49b5-9eee-cb64bb6bf1cb","Christinus guentheri","Gekkonidae",,"(Boulenger,1885)","59250","-","Gekkonidae","Christinus","guentheri","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59250"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59250</a>","-","Lord Howe Island Gecko, Lord Howe Island Southern Gecko","-","-","-","Reptilia","Yes","Animalia","-","-","-","-","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","2019-Jul-04"
"Grevillea althoferorum","https://id.biodiversity.org.au/node/apni/2917534","Grevillea althoferorum","Proteaceae",,"Olde  Marriott","64906","-","Proteaceae","Grevillea","althoferorum","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64906"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64906</a>","<a href=""https://id.biodiversity.org.au/name/apni/163358"">https://id.biodiversity.org.au/name/apni/163358</a>","-","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Papasula abbotti","urn:lsid:biodiversity.org.au:afd.taxon:35e5842c-c8ab-4e2b-9e62-55cf80c854ab","Papasula abbotti","Sulidae",,"(Ridgeway,1893)","59297","-","Sulidae","Papasula","abbotti","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59297"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59297</a>","-","Abbott's Booby","-","-","-","Aves","-","Animalia","-","-","-","-","-","Endangered","-","-","-","-","Yes","-","-","-","-","Yes","-","2019-Jul-04"
"Phyllodes imperialis smithersi","urn:lsid:biodiversity.org.au:afd.taxon:be90dde5-17ae-4f85-bf2a-4bc3f4f67542","Phyllodes imperialis smithersi","Erebidae",,"-","86084","D. Sands, 2012","Noctuidae","Phyllodes","imperialis","smithersi","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86084"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86084</a>","-","Pink Underwing Moth","-","-","-","Insecta","-","Animalia","-","-","-","-","-","Endangered","-","Yes","Yes","-","-","-","-","-","-","-","-","2019-Jul-04"
"Leucocarbo atriceps nivalis","urn:lsid:biodiversity.org.au:afd.taxon:1dc102d0-ebc6-4d3a-9f79-b8a3490ca8bc","Leucocarbo atriceps nivalis","Phalacrocoracidae",,"Falla, 1937","66994","-","Phalacrocoracidae","Leucocarbo","atriceps","nivalis","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66994"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66994</a>","-","Imperial Shag (Heard Island), Heard Shag","-","-","-","Aves","-","Animalia","-","Yes","Yes","-","-","Vulnerable","-","-","-","-","Yes","-","-","-","-","-","-","2019-Jul-04"
"Amytornis barbatus barbatus","urn:lsid:biodiversity.org.au:afd.taxon:16804299-e7f3-490a-aa30-9fae990a8a64","Amytornis (Maluropsis) barbatus barbatus","Maluridae",,"Favaloro  McEvey, 1968","67065","-","Maluridae","Amytornis","barbatus","barbatus","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67065"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67065</a>","-","Bulloo Grey Grasswren, Grey Grasswren (Bulloo)","-","-","-","Aves","-","Animalia","-","-","-","-","-","Endangered","-","Yes","Yes","-","-","-","Yes","-","-","-","-","2019-Jul-04"
"Xylopia monosperma","https://id.biodiversity.org.au/node/apni/2903202","Xylopia monosperma","Annonaceae",,"L.W.Jessup","82030","-","Annonaceae","Xylopia","monosperma","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82030"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82030</a>","<a href=""https://id.biodiversity.org.au/name/apni/202309"">https://id.biodiversity.org.au/name/apni/202309</a>","a shrub","Yes","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","-","-","Yes","-","-","-","-","-","-","-","-","2019-Jul-04"
