scientificName,vernacularName,status,sourceStatus,generalisation
Drosera nivea,,Priority 1: Poorly-known species,P1,10 km
Drosera occidentalis,,"Priority 4: Rare, Near Threatened",P4,10 km
Drosera orbiculata,,Priority 1: Poorly-known species,P1,10 km
Drosera oreopodion,,Priority 1: Poorly-known species,P1,10 km
Drosera paleacea,,Priority 1: Poorly-known species,P1,10 km
Drosera patens,,Priority 1: Poorly-known species,P1,10 km
Drosera pedicellaris,,Priority 1: Poorly-known species,P1,10 km
Drosera prophylla,,Priority 3: Poorly-known species,P3,10 km
Drosera radicans,,Priority 3: Poorly-known species,P3,10 km
Drosera rechingeri,,Priority 3: Poorly-known species,P3,10 km
Drosera salina,,Priority 2: Poorly-known species,P2,10 km
Drosera sewelliae,,Priority 2: Poorly-known species,P2,10 km
Drosera sp. Kentdale (G.J. Bourke 458) PN,,Priority 2: Poorly-known species,P2,10 km
Drosera sp. Lesueur National Park (C.A. Gardner 9350) PN,,Priority 2: Poorly-known species,P2,10 km
Drosera sp. Yampi Peninsula (A.J.M. Hopkins BA 0248) PN,,Priority 1: Poorly-known species,P1,10 km
Drosera x sidjamesii,,Priority 1: Poorly-known species,P1,10 km
Drummondita billyacatting,,Priority 2: Poorly-known species,P2,10 km
Drummondita ericoides,,Vulnerable,VU,10 km
Drummondita fulva,,Priority 3: Poorly-known species,P3,10 km
Drummondita longifolia,,Vulnerable,VU,10 km
Drummondita miniata,,Priority 3: Poorly-known species,P3,10 km
Drummondita rubriviridis,,Priority 1: Poorly-known species,P1,10 km
Drummondita wilsonii,,Priority 1: Poorly-known species,P1,10 km
Duma horrida subsp. abdita,,Endangered,EN,10 km
Dysphania congestiflora,,Priority 3: Poorly-known species,P3,10 km
Echinochloa kimberleyensis,,Priority 1: Poorly-known species,P1,10 km
Einadia nutans subsp. nutans,,Priority 3: Poorly-known species,P3,10 km
Elachanthus pusillus,,Priority 2: Poorly-known species,P2,10 km
Elacholoma sp. Showy flowers (C.P. Campbell 1762),,Priority 1: Poorly-known species,P1,10 km
Elatine macrocalyx,,Priority 3: Poorly-known species,P3,10 km
Eleocharis acutangula subsp. acutangula,,Priority 1: Poorly-known species,P1,10 km
Eleocharis keigheryi,,Vulnerable,VU,10 km
Eleocharis ochrostachys,,Priority 3: Poorly-known species,P3,10 km
Eleocharis papillosa,,Priority 3: Poorly-known species,P3,10 km
Eleocharis philippinensis,,Priority 3: Poorly-known species,P3,10 km
Elionurus tylophorus,,Priority 2: Poorly-known species,P2,10 km
Empusa habenarina,,Priority 2: Poorly-known species,P2,10 km
Enekbatus bounites,,Priority 2: Poorly-known species,P2,10 km
Enekbatus cristatus,,Priority 2: Poorly-known species,P2,10 km
Enekbatus dualis,,Priority 1: Poorly-known species,P1,10 km
Enekbatus longistylus,,Priority 3: Poorly-known species,P3,10 km
Enekbatus planifolius,,Priority 1: Poorly-known species,P1,10 km
Enteropogon minutus,,Priority 1: Poorly-known species,P1,10 km
Epitriche demissus,,Priority 2: Poorly-known species,P2,10 km
Eragrostis confertiflora,,Priority 3: Poorly-known species,P3,10 km
Eragrostis crateriformis,,Priority 3: Poorly-known species,P3,10 km
Eragrostis filicaulis,,Priority 2: Poorly-known species,P2,10 km
Eragrostis lanicaulis,,Priority 3: Poorly-known species,P3,10 km
Eragrostis lasioclada,,Priority 1: Poorly-known species,P1,10 km
Eragrostis lilliputiana,,Priority 3: Poorly-known species,P3,10 km
Eragrostis petraea,,Priority 1: Poorly-known species,P1,10 km
Eragrostis rigidiuscula,,Priority 1: Poorly-known species,P1,10 km
Eragrostis schultzii,,Priority 3: Poorly-known species,P3,10 km
Eragrostis sp. Erect spikelets (P.K. Latz 2122),,Priority 3: Poorly-known species,P3,10 km
Eragrostis sp. Lake Carey (J. Paterson & J. Warden WB 40825) PN,,Priority 1: Poorly-known species,P1,10 km
Eragrostis sp. Limestone (P.K. Latz 5921),,Priority 3: Poorly-known species,P3,10 km
Eragrostis sp. Mt Robinson (S. van Leeuwen 4109),,Priority 2: Poorly-known species,P2,10 km
Eragrostis spartinoides,,Priority 3: Poorly-known species,P3,10 km
Eragrostis surreyana,,Priority 3: Poorly-known species,P3,10 km
Eremaea acutifolia,,Priority 3: Poorly-known species,P3,10 km
Eremaea blackwelliana,,"Priority 4: Rare, Near Threatened",P4,10 km
Eremaea sp. Cairn Hill (B. Morgan 532),,Priority 2: Poorly-known species,P2,10 km
Eremaea violacea subsp. Dobaderry Swamp (M.E. Trudgen 3909),,Priority 2: Poorly-known species,P2,10 km
Eremophila acutifolia,,Priority 3: Poorly-known species,P3,10 km
Eremophila adenotricha,,Priority 1: Poorly-known species,P1,10 km
Eremophila annosicaulis,,Priority 3: Poorly-known species,P3,10 km
Eremophila anomala,,Priority 1: Poorly-known species,P1,10 km
Eremophila appressa,,Priority 1: Poorly-known species,P1,10 km
Eremophila arachnoides subsp. arachnoides,,Priority 3: Poorly-known species,P3,10 km
Eremophila arachnoides subsp. tenera,,Priority 3: Poorly-known species,P3,10 km
Eremophila arguta,,Priority 1: Poorly-known species,P1,10 km
Eremophila attenuata,,Priority 1: Poorly-known species,P1,10 km
Eremophila aureivisca,,Priority 1: Poorly-known species,P1,10 km
Eremophila ballythunnensis,,Priority 1: Poorly-known species,P1,10 km
Eremophila biserrata,,"Priority 4: Rare, Near Threatened",P4,10 km
Eremophila brevifolia,,Priority 2: Poorly-known species,P2,10 km
Eremophila buirchellii,,Priority 2: Poorly-known species,P2,10 km
Eremophila caerulea subsp. merrallii,,"Priority 4: Rare, Near Threatened",P4,10 km
Eremophila calcicola,,Priority 2: Poorly-known species,P2,10 km
Eremophila campanulata,,Priority 3: Poorly-known species,P3,10 km
Eremophila capricornica,,Priority 1: Poorly-known species,P1,10 km
Eremophila chamaephila,,Priority 3: Poorly-known species,P3,10 km
Eremophila ciliata,,Endangered,EN,10 km
Eremophila coacta,,Priority 3: Poorly-known species,P3,10 km
Eremophila compacta subsp. Kennedy Range (B. Buirchell BB 107)	,,Priority 2: Poorly-known species,P2,10 km
Eremophila complanata,,Priority 2: Poorly-known species,P2,10 km
Eremophila compressa,,Priority 3: Poorly-known species,P3,10 km
Eremophila congesta,,Priority 1: Poorly-known species,P1,10 km
Eremophila cuneata,,Priority 1: Poorly-known species,P1,10 km
Eremophila daddii,,Priority 1: Poorly-known species,P1,10 km
Eremophila decussata,,Priority 1: Poorly-known species,P1,10 km
Eremophila demissa,,Priority 1: Poorly-known species,P1,10 km
Eremophila dendritica,,Priority 2: Poorly-known species,P2,10 km
Eremophila denticulata subsp. denticulata,,Vulnerable,VU,10 km
Eremophila denticulata subsp. trisulcata,,Endangered,EN,10 km
Eremophila eversa,,Priority 1: Poorly-known species,P1,10 km
Eremophila fasciata,,Priority 3: Poorly-known species,P3,10 km
Eremophila ferricola,,Priority 1: Poorly-known species,P1,10 km
Eremophila flaccida subsp. attenuata,,Priority 3: Poorly-known species,P3,10 km
Eremophila forrestii subsp. capensis,,Priority 3: Poorly-known species,P3,10 km
Eremophila forrestii subsp. viridis,,Priority 3: Poorly-known species,P3,10 km
Eremophila glabra subsp. Lake Austin (P.J. Curry & P. Hennig 367),,Priority 1: Poorly-known species,P1,10 km
Eremophila glabra subsp. Morawa (C.A. Gardner 7521),,Priority 1: Poorly-known species,P1,10 km
Eremophila glabra subsp. Rason Lake (R.D. Royce 5582),,Priority 1: Poorly-known species,P1,10 km
Eremophila glabra subsp. Scaddan (C. Turley s.n. 10/11/2005),,Critically Endangered,CR,10 km
Eremophila glabra subsp. York (P.G. Wilson 12172 B),,Priority 1: Poorly-known species,P1,10 km
Eremophila glabra subsp. chlorella,,Endangered,EN,10 km
Eremophila graciliflora,,Priority 1: Poorly-known species,P1,10 km
Eremophila gracillima,,Priority 3: Poorly-known species,P3,10 km
Eremophila grandiflora,,Priority 1: Poorly-known species,P1,10 km
Eremophila hamulata,,Priority 1: Poorly-known species,P1,10 km
Eremophila hillii,,"Priority 4: Rare, Near Threatened",P4,10 km
Eremophila humilis,,Priority 1: Poorly-known species,P1,10 km
Eremophila inflata,,"Priority 4: Rare, Near Threatened",P4,10 km
Eremophila jamesiorum,,Priority 2: Poorly-known species,P2,10 km
Eremophila koobabbiensis,,Critically Endangered,CR,10 km
Eremophila laccata,,Priority 1: Poorly-known species,P1,10 km
Eremophila lactea,,Critically Endangered,CR,10 km
Eremophila lanata,,Priority 3: Poorly-known species,P3,10 km
Eremophila lucida,,Priority 1: Poorly-known species,P1,10 km
Eremophila maculata subsp. filifolia,,Priority 1: Poorly-known species,P1,10 km
Eremophila magnifica subsp. magnifica,,"Priority 4: Rare, Near Threatened",P4,10 km
Eremophila magnifica subsp. velutina,,Priority 3: Poorly-known species,P3,10 km
Eremophila margarethae subsp. straight sepals (G. Cockerton & B. McLean LCH 31310),,Priority 1: Poorly-known species,P1,10 km
Eremophila microphylla,,Priority 3: Poorly-known species,P3,10 km
Eremophila microtheca,,"Priority 4: Rare, Near Threatened",P4,10 km
Eremophila mirabilis,,Priority 2: Poorly-known species,P2,10 km
Eremophila muelleriana,,Priority 3: Poorly-known species,P3,10 km
Eremophila naaykensii,,Priority 3: Poorly-known species,P3,10 km
Eremophila nivea,,Critically Endangered,CR,10 km
Eremophila obliquisepala,,Priority 3: Poorly-known species,P3,10 km
Eremophila occidens,,Priority 2: Poorly-known species,P2,10 km
Eremophila oldfieldii subsp. papula,,Priority 1: Poorly-known species,P1,10 km
Eremophila pallida,,Priority 2: Poorly-known species,P2,10 km
Eremophila parvifolia subsp. parvifolia,,"Priority 4: Rare, Near Threatened",P4,10 km
Eremophila perglandulosa,,Priority 1: Poorly-known species,P1,10 km
Eremophila petrophila subsp. densa,,Priority 3: Poorly-known species,P3,10 km
Eremophila physocalyx,,Priority 3: Poorly-known species,P3,10 km
Eremophila pilosa,,Priority 1: Poorly-known species,P1,10 km
Eremophila pinnatifida,,Critically Endangered,CR,10 km
Eremophila platycalyx subsp. Wongawol (N.H. Speck 1291),,Priority 1: Poorly-known species,P1,10 km
Eremophila praecox,,Priority 2: Poorly-known species,P2,10 km
Eremophila prolata,,Priority 1: Poorly-known species,P1,10 km
Eremophila pungens,,"Priority 4: Rare, Near Threatened",P4,10 km
Eremophila purpurascens,,Priority 3: Poorly-known species,P3,10 km
Eremophila pusilliflora,,Priority 2: Poorly-known species,P2,10 km
Eremophila racemosa,,"Priority 4: Rare, Near Threatened",P4,10 km
Eremophila rarissima,,Priority 1: Poorly-known species,P1,10 km
Eremophila regia,,Priority 1: Poorly-known species,P1,10 km
Eremophila resiliens,,Priority 1: Poorly-known species,P1,10 km
Eremophila resinosa,,Endangered,EN,10 km
Eremophila retropila,,Priority 1: Poorly-known species,P1,10 km
Eremophila rhegos,,Priority 1: Poorly-known species,P1,10 km
Eremophila rigens,,Priority 3: Poorly-known species,P3,10 km
Eremophila rigida,,Priority 3: Poorly-known species,P3,10 km
Eremophila rostrata subsp. rostrata,,Critically Endangered,CR,10 km
Eremophila rostrata subsp. trifida,,Critically Endangered,CR,10 km
Eremophila sargentii,,Priority 2: Poorly-known species,P2,10 km
Eremophila scaberula,,Critically Endangered,CR,10 km
Eremophila scrobiculata,,Priority 1: Poorly-known species,P1,10 km
Eremophila sericea,,Priority 1: Poorly-known species,P1,10 km
Eremophila serpens,,"Priority 4: Rare, Near Threatened",P4,10 km
Eremophila shonae subsp. diffusa,,Priority 3: Poorly-known species,P3,10 km
Eremophila simulans subsp. megacalyx,,Priority 3: Poorly-known species,P3,10 km
Eremophila sp. Beverley (K. Kershaw KK 2438),,Priority 1: Poorly-known species,P1,10 km
Eremophila sp. Byro (R. Wait 6128/97),,Priority 3: Poorly-known species,P3,10 km
Eremophila sp. Coodardo Gap (B. Buirchell BB 330),,Priority 1: Poorly-known species,P1,10 km
Eremophila sp. Great Victoria Desert (R. Davis 10621),,Priority 2: Poorly-known species,P2,10 km
Eremophila sp. Ironstone (G. Cockerton & B. McLean LCH 31311),,Priority 1: Poorly-known species,P1,10 km
Eremophila sp. Katjarra South (N. Gibson et al. NG 7149),,Priority 1: Poorly-known species,P1,10 km
Eremophila sp. Lake Carey (E. Mattiske LM 197) PN,,Priority 1: Poorly-known species,P1,10 km
Eremophila sp. Landor (J. Start D7 33) PN,,Priority 1: Poorly-known species,P1,10 km
Eremophila sp. Meekatharra (D.J. Edinger 4430),,Priority 1: Poorly-known species,P1,10 km
Eremophila sp. Mt Channar Range (C. Keating & M.E. Trudgen CK 408),,Priority 1: Poorly-known species,P1,10 km
Eremophila sp. Murgoo (S.J.J. Davies s.n. 15/8/1960),,Priority 3: Poorly-known species,P3,10 km
Eremophila sp. Ostrina (M. Officer 164),,Priority 1: Poorly-known species,P1,10 km
Eremophila sp. Pingandy dentate (B. Buirchell BB 331),,Priority 1: Poorly-known species,P1,10 km
Eremophila sp. Snowy Mountain (S. van Leeuwen 3737),,Priority 1: Poorly-known species,P1,10 km
Eremophila sp. Thundelarra (B. Buirchell BB 324),,Priority 1: Poorly-known species,P1,10 km
Eremophila sp. Tropicana (B. Buirchell BB 323),,Priority 1: Poorly-known species,P1,10 km
Eremophila sp. West Angelas (S. van Leeuwen 4068),,Priority 2: Poorly-known species,P2,10 km
Eremophila sp. Wubin North (R. Wait 8305),,Priority 1: Poorly-known species,P1,10 km
Eremophila sp. long pedicels (G. Cockerton 1975),,Priority 2: Poorly-known species,P2,10 km
Eremophila splendens,,Priority 1: Poorly-known species,P1,10 km
Eremophila spongiocarpa,,Priority 3: Poorly-known species,P3,10 km
Eremophila subangustifolia,,Critically Endangered,CR,10 km
Eremophila subteretifolia,,Critically Endangered,CR,10 km
Eremophila succinea,,Priority 3: Poorly-known species,P3,10 km
Eremophila tenella,,Priority 1: Poorly-known species,P1,10 km
Eremophila ternifolia,,Vulnerable,VU,10 km
Eremophila undulata,,Priority 2: Poorly-known species,P2,10 km
Eremophila veneta,,"Priority 4: Rare, Near Threatened",P4,10 km
Eremophila vernicosa,,Vulnerable,VU,10 km
Eremophila veronica,,Priority 3: Poorly-known species,P3,10 km
Eremophila verticillata,,Critically Endangered,CR,10 km
Eremophila victoriae,,Priority 1: Poorly-known species,P1,10 km
Eremophila virens,,Endangered,EN,10 km
Eremophila viscida,,Endangered,EN,10 km
Eremophila viscimarginata,,Priority 1: Poorly-known species,P1,10 km
Eremophila waitii,,Priority 1: Poorly-known species,P1,10 km
Eremophila warnesii,,Priority 1: Poorly-known species,P1,10 km
Eremophila xantholaemus,,Priority 1: Poorly-known species,P1,10 km
Eremophila yinnetharrensis,,Priority 1: Poorly-known species,P1,10 km
Eremophila youngii subsp. lepidota,,"Priority 4: Rare, Near Threatened",P4,10 km
Eriachne armitii,,Priority 1: Poorly-known species,P1,10 km
Eriachne burkittii,,Priority 1: Poorly-known species,P1,10 km
Eriachne filiformis,,Priority 3: Poorly-known species,P3,10 km
Eriachne imbricata,,Priority 2: Poorly-known species,P2,10 km
Eriachne minuta,,Priority 3: Poorly-known species,P3,10 km
Eriachne sp. Carson Escarpment (R.L. Barrett & M.D. Barrett RLB 4884),,Priority 3: Poorly-known species,P3,10 km
Eriachne sp. Mitchell Plateau (M.D. Barrett & R.L. Barrett MDB 1517),,Priority 1: Poorly-known species,P1,10 km
Eriachne sp. Morgan River (R.L. Barrett & M.D. Barrett RLB 3282),,Priority 1: Poorly-known species,P1,10 km
Eriachne sp. North Kimberley (M.D. Barrett & R.L. Barrett MDB 1779),,Priority 1: Poorly-known species,P1,10 km
Eriachne sp. Theda (R.L. Barrett & M.D. Barrett RLB 3275),,Priority 1: Poorly-known species,P1,10 km
Eriocaulon inapertum,,Priority 1: Poorly-known species,P1,10 km
Eriocaulon patericola,,Priority 1: Poorly-known species,P1,10 km
Eriocaulon rivicola,,Priority 2: Poorly-known species,P2,10 km
Eriocaulon sp. Morgan River (A.T. Cross ATC 62),,Priority 1: Poorly-known species,P1,10 km
Eriochilus glareosus,,Priority 1: Poorly-known species,P1,10 km
Eriochilus scaber subsp. orbifolius,,Priority 2: Poorly-known species,P2,10 km
Eriochloa fatmensis,,Priority 3: Poorly-known species,P3,10 km
Erpodium coronatum var. australiense,,Priority 2: Poorly-known species,P2,10 km
Erymophyllum hemisphaericum,,Priority 1: Poorly-known species,P1,10 km
Eryngium pinnatifidum subsp. Palustre (G.J. Keighery 13459),,Priority 3: Poorly-known species,P3,10 km
Eryngium pinnatifidum subsp. Umbraphilum (G.J. Keighery 13967),,Priority 2: Poorly-known species,P2,10 km
Eryngium sp. Ferox (G.J. Keighery 16034),,Priority 3: Poorly-known species,P3,10 km
Eryngium sp. Lake Muir (E. Wittwer 2293),,Priority 2: Poorly-known species,P2,10 km
Eryngium sp. Subdecumbens (G.J. Keighery 5390),,Priority 3: Poorly-known species,P3,10 km
Eucalyptus abdita,,Priority 2: Poorly-known species,P2,10 km
Eucalyptus absita,,Critically Endangered,CR,10 km
Eucalyptus absita x loxophleba,,Priority 1: Poorly-known species,P1,10 km
Eucalyptus angularis,,Priority 2: Poorly-known species,P2,10 km
Eucalyptus annettae,,Priority 2: Poorly-known species,P2,10 km
Eucalyptus annuliformis,,Priority 1: Poorly-known species,P1,10 km
Eucalyptus aquilina,,"Priority 4: Rare, Near Threatened",P4,10 km
Eucalyptus arachnaea subsp. arrecta,,Priority 3: Poorly-known species,P3,10 km
Eucalyptus arborella,,Priority 3: Poorly-known species,P3,10 km
Eucalyptus argutifolia,,Vulnerable,VU,10 km
Eucalyptus articulata,,Endangered,EN,10 km
Eucalyptus beardiana,,Endangered,EN,10 km
Eucalyptus blaxellii,,"Priority 4: Rare, Near Threatened",P4,10 km
Eucalyptus brandiana,,Priority 2: Poorly-known species,P2,10 km
Eucalyptus brevipes,,Endangered,EN,10 km
Eucalyptus brevistylis,,"Priority 4: Rare, Near Threatened",P4,10 km
Eucalyptus brockwayi,,Priority 3: Poorly-known species,P3,10 km
Eucalyptus buprestium x erectifolia,,"Priority 4: Rare, Near Threatened",P4,10 km
Eucalyptus buprestium x ligulata,,"Priority 4: Rare, Near Threatened",P4,10 km
Eucalyptus buprestium x marginata,,"Priority 4: Rare, Near Threatened",P4,10 km
Eucalyptus buprestium x staeri,,"Priority 4: Rare, Near Threatened",P4,10 km
Eucalyptus burdettiana,,Vulnerable,VU,10 km
Eucalyptus caesia subsp. caesia,,"Priority 4: Rare, Near Threatened",P4,10 km
Eucalyptus caesia subsp. magna,,"Priority 4: Rare, Near Threatened",P4,10 km
Eucalyptus calcicola subsp. calcicola,,"Priority 4: Rare, Near Threatened",P4,10 km
Eucalyptus calcicola subsp. unita,,"Priority 4: Rare, Near Threatened",P4,10 km
Eucalyptus calycogona subsp. miraculum,,Priority 1: Poorly-known species,P1,10 km
Eucalyptus calyerup,,Priority 1: Poorly-known species,P1,10 km
Eucalyptus canescens subsp. beadellii,,Priority 3: Poorly-known species,P3,10 km
Eucalyptus canescens subsp. canescens,,Priority 3: Poorly-known species,P3,10 km
Eucalyptus ceracea,,Vulnerable,VU,10 km
Eucalyptus cerasiformis,,"Priority 4: Rare, Near Threatened",P4,10 km
Eucalyptus coronata,,Endangered,EN,10 km
Eucalyptus costuligera,,Priority 1: Poorly-known species,P1,10 km
Eucalyptus creta,,Priority 3: Poorly-known species,P3,10 km
Eucalyptus crispata,,Endangered,EN,10 km
Eucalyptus crucis subsp. crucis,,Endangered,EN,10 km
Eucalyptus crucis subsp. praecipua,,Endangered,EN,10 km
Eucalyptus cuprea,,Endangered,EN,10 km
Eucalyptus deflexa,,"Priority 4: Rare, Near Threatened",P4,10 km
Eucalyptus desmondensis,,"Priority 4: Rare, Near Threatened",P4,10 km
Eucalyptus dielsii x platypus,,Priority 1: Poorly-known species,P1,10 km
Eucalyptus dissimulata subsp. dissimulata,,"Priority 4: Rare, Near Threatened",P4,10 km
